,GoodStudent,Age,SocioEcon,RiskAversion,VehicleYear,ThisCarDam,RuggedAuto,Accident,MakeModel,DrivQuality,Mileage,Antilock,DrivingSkill,SeniorTrain,ThisCarCost,Theft,CarValue,HomeBase,AntiTheft,PropCost,OtherCarCost,OtherCar,MedCost,Cushioning,Airbag,ILiCost,DrivHist
56,True,Adolescent,Middle,Adventurous,Older,None,Football,None,FamilySedan,Excellent,TwentyThou,False,Normal,False,Thousand,False,FiveThou,City,False,Thousand,Thousand,True,Thousand,Good,False,Thousand,One
57,False,Adult,UpperMiddle,Normal,Current,Severe,Tank,Moderate,Luxury,Poor,FiftyThou,True,SubStandard,False,HundredThou,False,FiftyThou,Suburb,True,HundredThou,TenThou,True,Thousand,Excellent,True,Thousand,Many
58,False,Adult,Prole,Adventurous,Older,Severe,EggShell,Severe,Economy,Poor,Domino,False,SubStandard,False,TenThou,False,FiveThou,City,False,HundredThou,HundredThou,True,Thousand,Fair,False,Thousand,Many
59,False,Adolescent,Middle,Adventurous,Current,Severe,Football,Severe,FamilySedan,Poor,FiftyThou,True,SubStandard,False,HundredThou,False,TwentyThou,Suburb,False,HundredThou,TenThou,True,Thousand,Good,True,Thousand,Many
60,False,Adult,Middle,Adventurous,Older,None,Football,None,FamilySedan,Normal,TwentyThou,False,Normal,False,Thousand,False,TenThou,Suburb,False,TenThou,Thousand,True,Thousand,Fair,False,Thousand,Zero
61,False,Senior,Prole,Cautious,Current,None,EggShell,None,FamilySedan,Excellent,TwentyThou,True,Expert,True,Thousand,False,TwentyThou,City,True,TenThou,Thousand,True,Thousand,Poor,True,Thousand,Zero
62,False,Adult,Prole,Adventurous,Older,None,EggShell,None,Economy,Excellent,FiftyThou,False,Expert,False,Thousand,False,FiveThou,City,False,Thousand,Thousand,False,Thousand,Poor,False,Thousand,Zero
63,False,Adult,UpperMiddle,Normal,Current,None,Football,None,FamilySedan,Normal,FiveThou,True,Normal,False,Thousand,False,TwentyThou,Suburb,True,TenThou,Thousand,True,Thousand,Excellent,True,Thousand,Zero
64,False,Adult,Prole,Adventurous,Older,None,EggShell,None,Economy,Excellent,TwentyThou,False,Normal,False,Thousand,False,FiveThou,Suburb,False,Thousand,Thousand,False,Thousand,Poor,False,Thousand,Zero
65,False,Adult,Middle,Normal,Current,None,EggShell,None,SportsCar,Normal,FiveThou,True,Normal,False,Thousand,False,TwentyThou,Suburb,False,Thousand,Thousand,True,Thousand,Poor,True,Thousand,Zero
66,False,Adult,Prole,Normal,Current,None,Football,None,FamilySedan,Normal,FiftyThou,False,Normal,False,Thousand,False,TenThou,City,False,Thousand,Thousand,False,Thousand,Good,True,Thousand,Zero
67,False,Adolescent,UpperMiddle,Adventurous,Current,Severe,Football,Severe,Luxury,Poor,FiftyThou,True,SubStandard,False,HundredThou,False,FiftyThou,Suburb,False,HundredThou,TenThou,True,Thousand,Fair,True,Thousand,Many
68,False,Adult,Middle,Normal,Older,None,EggShell,None,SportsCar,Normal,FiftyThou,False,Normal,False,Thousand,False,TenThou,Suburb,False,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Zero
69,False,Senior,Prole,Normal,Older,None,EggShell,None,SportsCar,Normal,FiftyThou,False,Normal,True,Thousand,False,TenThou,City,False,Thousand,Thousand,True,Thousand,Fair,False,Thousand,Zero
70,False,Adult,Wealthy,Normal,Current,None,Tank,None,SuperLuxury,Excellent,TwentyThou,True,Expert,False,Thousand,False,Million,Secure,True,Thousand,Thousand,True,Thousand,Excellent,True,Thousand,Zero
71,False,Adult,Middle,Normal,Older,None,Tank,None,FamilySedan,Normal,FiftyThou,False,Normal,False,Thousand,False,FiveThou,Secure,False,Thousand,Thousand,True,Thousand,Good,False,Thousand,Zero
72,False,Adolescent,UpperMiddle,Cautious,Current,Moderate,EggShell,Moderate,FamilySedan,Poor,FiftyThou,False,SubStandard,False,HundredThou,False,TwentyThou,Secure,True,HundredThou,Thousand,True,Thousand,Poor,True,Thousand,One
73,False,Adult,Middle,Normal,Current,Severe,Football,Severe,FamilySedan,Poor,Domino,True,SubStandard,False,TenThou,False,TenThou,Rural,False,HundredThou,HundredThou,True,Thousand,Excellent,True,Thousand,One
74,False,Adult,Prole,Adventurous,Older,None,EggShell,None,Economy,Normal,FiveThou,False,Normal,False,Thousand,False,TenThou,City,False,Thousand,Thousand,False,Thousand,Poor,False,Thousand,One
75,False,Adult,Middle,Normal,Older,None,Football,None,FamilySedan,Normal,TwentyThou,False,Normal,False,Thousand,False,FiveThou,Suburb,False,Thousand,Thousand,True,Thousand,Fair,False,Thousand,Zero
76,False,Adult,Middle,Cautious,Current,None,Football,None,FamilySedan,Normal,Domino,True,Normal,False,Thousand,False,TwentyThou,Secure,True,TenThou,Thousand,True,Thousand,Good,True,Thousand,Zero
77,False,Adult,Prole,Adventurous,Older,Severe,EggShell,Severe,Economy,Poor,TwentyThou,False,SubStandard,False,TenThou,False,TenThou,Rural,False,Million,HundredThou,False,TenThou,Poor,False,Thousand,Many
78,False,Adolescent,Middle,Normal,Older,None,EggShell,None,SportsCar,Normal,TwentyThou,False,Normal,False,Thousand,False,TenThou,Suburb,True,Thousand,Thousand,True,Thousand,Fair,False,Thousand,Zero
79,True,Adolescent,Prole,Cautious,Older,None,EggShell,None,Economy,Excellent,FiftyThou,False,Expert,False,Thousand,False,FiveThou,Rural,False,Thousand,Thousand,False,Thousand,Poor,False,Thousand,Zero
80,False,Senior,Middle,Cautious,Older,None,Football,None,FamilySedan,Excellent,Domino,False,Normal,True,Thousand,False,FiveThou,Secure,True,Thousand,Thousand,False,Thousand,Good,False,Thousand,Zero
81,False,Adult,Middle,Normal,Older,None,EggShell,None,Economy,Normal,TwentyThou,False,Normal,False,Thousand,False,FiveThou,Suburb,True,Thousand,Thousand,False,Thousand,Fair,False,Thousand,Zero
82,False,Adult,UpperMiddle,Normal,Current,None,EggShell,None,SportsCar,Normal,FiveThou,True,Normal,False,Thousand,False,TwentyThou,Secure,True,Thousand,Thousand,True,Thousand,Fair,True,Thousand,Zero
83,False,Adult,Prole,Normal,Older,None,EggShell,None,Economy,Normal,FiftyThou,False,Normal,False,Thousand,False,FiveThou,City,False,TenThou,Thousand,True,Thousand,Fair,False,Thousand,Zero
84,False,Senior,UpperMiddle,Cautious,Current,None,Football,None,FamilySedan,Normal,FiftyThou,True,Normal,True,Thousand,False,TwentyThou,Secure,True,Thousand,Thousand,True,Thousand,Good,True,Thousand,Zero
85,False,Adolescent,Prole,Adventurous,Older,None,Football,None,FamilySedan,Normal,TwentyThou,False,Normal,False,Thousand,False,TwentyThou,Suburb,False,TenThou,Thousand,True,Thousand,Good,False,Thousand,Zero
86,False,Adult,Prole,Adventurous,Older,None,Football,None,Economy,Poor,FiftyThou,False,Normal,False,Thousand,False,FiveThou,City,False,Thousand,Thousand,False,Thousand,Good,True,Thousand,One
87,False,Adolescent,Middle,Adventurous,Older,Severe,Football,Severe,FamilySedan,Poor,FiftyThou,False,Normal,False,TenThou,False,FiveThou,City,False,TenThou,Thousand,True,TenThou,Poor,False,Thousand,One
88,False,Adult,Prole,Adventurous,Older,Severe,EggShell,Severe,Economy,Poor,TwentyThou,False,Normal,False,TenThou,False,FiveThou,City,False,TenThou,TenThou,False,Thousand,Poor,False,Thousand,Zero
89,False,Adult,Middle,Normal,Current,None,EggShell,None,FamilySedan,Normal,TwentyThou,True,Normal,False,Thousand,False,TwentyThou,Suburb,False,Thousand,Thousand,True,Thousand,Good,True,Thousand,Zero
90,False,Adult,Prole,Normal,Older,None,EggShell,None,Economy,Poor,FiveThou,False,SubStandard,False,Thousand,False,TenThou,Rural,False,Thousand,Thousand,False,Thousand,Poor,True,Thousand,Many
91,False,Adult,Middle,Normal,Older,None,Football,None,FamilySedan,Normal,FiftyThou,False,Normal,False,Thousand,False,FiveThou,Suburb,False,Thousand,Thousand,True,Thousand,Good,False,Thousand,Zero
92,False,Adolescent,Prole,Normal,Older,None,EggShell,None,Economy,Normal,TwentyThou,False,Normal,False,Thousand,False,FiveThou,City,False,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Zero
93,False,Senior,UpperMiddle,Normal,Older,None,Football,None,FamilySedan,Normal,TwentyThou,False,Normal,False,Thousand,False,TwentyThou,Suburb,True,Thousand,Thousand,True,Thousand,Good,True,Thousand,Zero
94,False,Adolescent,UpperMiddle,Cautious,Older,None,EggShell,None,SportsCar,Excellent,TwentyThou,False,Normal,False,Thousand,False,TenThou,Secure,True,Thousand,Thousand,True,Thousand,Fair,False,Thousand,Zero
95,False,Adult,Prole,Normal,Older,None,EggShell,None,Economy,Normal,FiftyThou,False,Normal,False,Thousand,False,FiveThou,City,False,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Zero
96,False,Adult,Middle,Normal,Current,None,Football,None,FamilySedan,Normal,FiftyThou,False,Normal,False,Thousand,False,TwentyThou,Secure,False,TenThou,Thousand,False,Thousand,Excellent,True,Thousand,Zero
97,False,Adolescent,Middle,Adventurous,Older,None,Tank,None,FamilySedan,Excellent,FiftyThou,False,Normal,False,Thousand,False,TenThou,Suburb,False,Thousand,Thousand,True,Thousand,Good,False,Thousand,One
98,False,Adult,Prole,Normal,Older,None,EggShell,None,SportsCar,Normal,FiftyThou,False,Normal,False,Thousand,False,FiveThou,City,False,TenThou,Thousand,True,Thousand,Poor,True,Thousand,Zero
99,False,Adult,Middle,Cautious,Current,None,Football,None,FamilySedan,Excellent,TwentyThou,False,Expert,False,Thousand,False,TenThou,Secure,True,TenThou,Thousand,True,Thousand,Fair,True,Thousand,Zero
100,False,Adult,Prole,Cautious,Older,None,EggShell,None,SportsCar,Excellent,TwentyThou,False,Expert,False,Thousand,False,TenThou,City,True,Thousand,Thousand,False,Thousand,Poor,False,Thousand,Zero
101,False,Adult,Middle,Normal,Current,Severe,Football,Severe,Economy,Poor,FiveThou,False,SubStandard,False,TenThou,False,TenThou,Suburb,False,HundredThou,HundredThou,False,Thousand,Good,True,Thousand,One
102,False,Senior,UpperMiddle,Cautious,Current,None,EggShell,None,SportsCar,Excellent,FiftyThou,True,Expert,True,Thousand,False,TwentyThou,Secure,True,Thousand,Thousand,True,Thousand,Fair,True,Thousand,Zero
103,False,Adult,UpperMiddle,Adventurous,Current,None,EggShell,None,SportsCar,Excellent,FiftyThou,True,Expert,False,Thousand,False,TwentyThou,City,False,Thousand,Thousand,True,Thousand,Poor,True,Thousand,Zero
104,False,Senior,Prole,Cautious,Older,None,EggShell,None,Economy,Excellent,TwentyThou,False,Expert,True,Thousand,False,FiveThou,City,True,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Zero
105,False,Adult,Prole,Adventurous,Older,None,EggShell,None,Economy,Normal,TwentyThou,False,Normal,False,Thousand,False,TenThou,City,False,Thousand,Thousand,False,Thousand,Fair,False,Thousand,Many
106,False,Adolescent,Prole,Adventurous,Older,None,EggShell,None,SportsCar,Excellent,TwentyThou,False,Normal,False,Thousand,False,TwentyThou,Rural,False,Thousand,Thousand,False,Thousand,Fair,False,Thousand,Zero
107,False,Adult,UpperMiddle,Normal,Current,None,Football,None,Luxury,Normal,FiftyThou,True,Normal,False,Thousand,False,FiftyThou,Secure,True,Thousand,Thousand,True,Thousand,Excellent,True,Thousand,Zero
108,False,Senior,Middle,Cautious,Current,None,Tank,None,SportsCar,Normal,FiftyThou,True,Normal,True,Thousand,False,TwentyThou,Secure,True,Thousand,Thousand,True,Thousand,Excellent,True,Thousand,Zero
109,False,Adolescent,UpperMiddle,Normal,Current,Moderate,Football,Moderate,SportsCar,Poor,Domino,False,SubStandard,False,HundredThou,False,TwentyThou,Secure,True,HundredThou,Thousand,True,Thousand,Good,True,Thousand,Many
110,False,Adult,Middle,Normal,Older,None,Tank,None,FamilySedan,Normal,TwentyThou,False,Normal,False,Thousand,False,TwentyThou,Secure,False,Thousand,Thousand,False,Thousand,Good,False,Thousand,Zero
111,False,Adult,Middle,Normal,Older,None,EggShell,None,SportsCar,Normal,Domino,False,Normal,False,Thousand,False,FiveThou,Suburb,True,Thousand,Thousand,True,Thousand,Fair,False,Thousand,Many
112,False,Adult,UpperMiddle,Normal,Current,None,Football,None,Luxury,Normal,FiftyThou,True,Normal,False,Thousand,False,FiftyThou,Secure,True,Thousand,Thousand,True,Thousand,Good,True,Thousand,Zero
113,False,Senior,Prole,Cautious,Older,None,Tank,None,FamilySedan,Normal,FiftyThou,False,Normal,False,Thousand,False,FiveThou,City,True,Thousand,Thousand,False,Thousand,Good,False,Thousand,One
114,False,Adolescent,Prole,Adventurous,Older,Severe,EggShell,Severe,SportsCar,Poor,FiftyThou,False,SubStandard,False,TenThou,False,TenThou,City,False,TenThou,Thousand,False,HundredThou,Poor,False,Thousand,Many
115,False,Adult,UpperMiddle,Normal,Current,None,Football,None,Luxury,Poor,FiveThou,True,SubStandard,False,Thousand,False,FiftyThou,Suburb,True,Thousand,Thousand,True,Thousand,Good,True,Thousand,Many
116,False,Adult,Middle,Normal,Older,None,Football,None,FamilySedan,Poor,FiftyThou,False,SubStandard,False,Thousand,False,TenThou,Secure,True,TenThou,Thousand,True,Thousand,Poor,False,Thousand,Many
117,False,Adult,Prole,Normal,Current,None,EggShell,None,Economy,Normal,FiftyThou,False,Normal,False,Thousand,False,TwentyThou,City,False,Thousand,Thousand,True,Thousand,Fair,True,Thousand,Zero
118,False,Adult,Prole,Adventurous,Older,Moderate,EggShell,Moderate,Economy,Poor,FiftyThou,False,SubStandard,False,TenThou,False,FiveThou,City,False,HundredThou,TenThou,False,Thousand,Fair,False,Thousand,Many
119,False,Adult,Middle,Normal,Current,None,EggShell,None,FamilySedan,Normal,FiftyThou,True,Normal,False,Thousand,False,TwentyThou,Suburb,False,Thousand,Thousand,True,Thousand,Good,True,Thousand,Zero
120,False,Adult,UpperMiddle,Normal,Current,Mild,EggShell,Mild,SportsCar,Poor,TwentyThou,True,SubStandard,False,Thousand,False,TwentyThou,Suburb,True,TenThou,Thousand,False,Thousand,Good,True,Thousand,Many
121,False,Adult,Middle,Normal,Older,None,Tank,None,FamilySedan,Normal,FiftyThou,False,Normal,False,Thousand,False,FiveThou,Suburb,False,Thousand,Thousand,True,Thousand,Good,False,Thousand,Zero
122,False,Adult,Prole,Cautious,Older,None,EggShell,None,SportsCar,Normal,FiftyThou,False,Normal,False,Thousand,False,TenThou,City,True,TenThou,Thousand,False,Thousand,Poor,False,Thousand,Zero
123,False,Adult,UpperMiddle,Cautious,Current,None,Football,None,Luxury,Poor,TwentyThou,True,SubStandard,False,Thousand,False,FiftyThou,Secure,True,TenThou,Thousand,True,Thousand,Excellent,True,Thousand,Zero
124,False,Adult,Middle,Cautious,Current,None,Football,None,FamilySedan,Normal,TwentyThou,False,Normal,False,Thousand,False,TwentyThou,Secure,True,Thousand,Thousand,True,Thousand,Excellent,True,Thousand,One
125,False,Senior,UpperMiddle,Normal,Older,None,Football,None,FamilySedan,Poor,FiveThou,False,SubStandard,False,Thousand,False,FiveThou,Rural,True,Thousand,Thousand,True,Thousand,Good,False,Thousand,Many
126,False,Adult,Prole,Normal,Older,None,EggShell,None,Economy,Excellent,FiftyThou,False,Expert,False,Thousand,False,FiveThou,City,False,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Zero
127,False,Adult,Middle,Normal,Older,None,Football,None,FamilySedan,Normal,Domino,False,Normal,False,Thousand,False,FiveThou,Suburb,False,Thousand,Thousand,False,Thousand,Fair,False,Thousand,Zero
128,False,Senior,Prole,Normal,Older,None,EggShell,None,Economy,Normal,FiveThou,False,Normal,False,Thousand,False,TenThou,Rural,False,Thousand,Thousand,False,Thousand,Poor,False,Thousand,Zero
